FB.ID,Gene.Symbol,Chr.Arm,Start,Stop
FBgn0267236,CG45676,3R,11418885,11419295
FBgn0037896,ninaG,3R,11419376,11421693
FBgn0037897,CG5270,3R,11422092,11429969
FBgn0037898,CG18643,3R,11430061,11430762
FBgn0037899,RpL24-like,3R,11430740,11431582
FBgn0037900,CG5276,3R,11431738,11433543
FBgn0037901,CG6744,3R,11433488,11435703
FBgn0037902,CG5281,3R,11435850,11437523
FBgn0051374,sals,3R,11437547,11451791
FBgn0046225,CG17230,3R,11437785,11467372
FBgn0263520,mir-4945,3R,11442192,11442306
FBgn0037906,PGRP-LB,3R,11452849,11460552
FBgn0267141,CR45581,3R,11486788,11487227
FBgn0037908,dpr5,3R,11499984,11505951
FBgn0053512,dpr4,3R,11533483,11542949
FBgn0266416,CR45056,3R,11535495,11536273
FBgn0037910,CG14708,3R,11554145,11554869
FBgn0037911,CG10898,3R,11557776,11559877
FBgn0037912,sea,3R,11559896,11567054
FBgn0037913,fabp,3R,11559896,11567054
FBgn0263316,Mrp4,3R,11569250,11575937
FBgn0037915,CG6790,3R,11575901,11578745
FBgn0037916,CG5342,3R,11578826,11581476
FBgn0037917,wkd,3R,11581576,11585305
FBgn0037918,CG6791,3R,11585354,11590146
FBgn0051363,Jupiter,3R,11590386,11619906
FBgn0037920,CG14710,3R,11620090,11621728
FBgn0037921,CG6808,3R,11621466,11625644
FBgn0037922,CG14711,3R,11623339,11624948
FBgn0037923,CG6813,3R,11625051,11626638
FBgn0042205,CG18764,3R,11626889,11628452
FBgn0037924,CG14712,3R,11628759,11633206
FBgn0262081,Csk,3R,11633278,11650706
FBgn0264986,CR44137,3R,11637177,11638553
FBgn0037926,Elp1,3R,11650971,11655691
FBgn0259227,CG42327,3R,11656149,11673974
FBgn0037930,CG14715,3R,11674221,11674923
FBgn0037931,CG18476,3R,11674920,11678116
FBgn0011290,Taf12,3R,11678386,11679690
FBgn0037933,Ho,3R,11679743,11680976
FBgn0037934,CG6830,3R,11680972,11684342
FBgn0037935,CG6834,3R,11684672,11688133
FBgn0037936,CG6908,3R,11688381,11690051
FBgn0042110,CG18765,3R,11690386,11691799
FBgn0037937,Fer3,3R,11693410,11694311
FBgn0265271,CG14717,3R,11696509,11698327
FBgn0037939,CG14718,3R,11700614,11702720
FBgn0267675,CR46011,3R,11702913,11703708
FBgn0025821,I-t,3R,11704030,11704916
FBgn0037940,CG14720,3R,11711718,11712371
FBgn0037941,CG12594,3R,11721734,11732479
FBgn0037942,CG14721,3R,11735447,11736877
FBgn0002906,Blm,3R,11736810,11741783
FBgn0037943,CG14722,3R,11741890,11744027
FBgn0037944,CG6923,3R,11744229,11750029
FBgn0262364,CG43062,3R,11750333,11750916
FBgn0017581,Lk6,3R,11750931,11764457
FBgn0265276,l(3)neo38,3R,11765038,11779128
FBgn0267155,CR45595,3R,11780641,11781108
FBgn0037949,CG17360,3R,11781131,11787014
FBgn0037950,HisCl1,3R,11787176,11789393
FBgn0025802,Sbf,3R,11789293,11796948
FBgn0051116,ClC-a,3R,11797244,11813207
FBgn0259139,glo,3R,11815206,11819339
FBgn0019624,COX5A,3R,11819359,11820299
FBgn0037955,CG6950,3R,11820381,11822493
FBgn0037956,CG6959,3R,11822702,11869460
FBgn0003312,sad,3R,11877235,11879754
FBgn0037958,CG6962,3R,11879702,11882534
FBgn0051368,CG31368,3R,11882790,11892382
FBgn0037960,mthl5,3R,11883938,11887168
FBgn0037962,CG6971,3R,11892306,11893297
FBgn0037963,Cad87A,3R,11893512,11949129
FBgn0085336,CG34307,3R,11897582,11898419
FBgn0037964,CG14731,3R,11931262,11933640
FBgn0051211,CG31211,3R,11949680,11954038
FBgn0013275,Hsp70Aa,3R,11954163,11956544
FBgn0013276,Hsp70Ab,3R,11958535,11960909
FBgn0260741,CG3281,3R,11960883,11962805
FBgn0000147,aurA,3R,11963124,11964826
FBgn0260742,CG12213,3R,11964674,11967691
FBgn0260743,GC1,3R,11967708,11971686
FBgn0260744,Tango9,3R,11971007,11974910
FBgn0037970,GC2,3R,11971694,11972896
FBgn0037972,CG10005,3R,11975156,11977197
FBgn0264984,CR44135,3R,11977640,11978178
FBgn0037973,CG18547,3R,11978574,11980390
FBgn0037974,CG12224,3R,11980704,11982622
FBgn0037975,CG3397,3R,11983098,11984541
FBgn0260745,mfas,3R,11984862,11993315
FBgn0037976,Tk,3R,11994175,12005473
FBgn0260746,Ect3,3R,11999278,12003516
FBgn0037978,KLHL18,3R,12007476,12010434
FBgn0037979,GCC185,3R,12010772,12015059
FBgn0037980,CG3313,3R,12014943,12017031
FBgn0037981,Spt3,3R,12017156,12018550
FBgn0051358,CG31358,3R,12027736,12031757
FBgn0260230,CG42504,3R,12028070,12031757
FBgn0260231,CG42505,3R,12028070,12031757
FBgn0037985,ssp5,3R,12033142,12035525
FBgn0037986,CG14736,3R,12040528,12043453
FBgn0037987,CG14739,3R,12048253,12049213
FBgn0037988,CG14740,3R,12061070,12062944
FBgn0037989,ATP8B,3R,12068375,12090612
FBgn0051361,dpr17,3R,12094876,12111420
FBgn0037992,CG4702,3R,12121583,12128201
FBgn0011905,tRNA:K5:87BC,3R,12131356,12131427
FBgn0037993,dpr15,3R,12138833,12158595
FBgn0261714,Cpn,3R,12162887,12166186
FBgn0037994,CG4810,3R,12192703,12195011
FBgn0263404,CG43450,3R,12195294,12195574
FBgn0037995,CG3809,3R,12197941,12199473
FBgn0051356,tRNA:CR31356,3R,12206575,12206646
FBgn0037996,CG4830,3R,12208159,12210360
FBgn0037998,CG4848,3R,12213792,12219686
FBgn0037997,CG14742,3R,12214501,12215659
FBgn0037999,CG4860,3R,12219881,12221464
FBgn0267676,CR46012,3R,12221039,12221630
FBgn0038000,CG10014,3R,12222387,12224048
FBgn0038001,CG17404,3R,12223991,12225019
FBgn0038002,CG12256,3R,12225282,12226339
FBgn0263454,CR43477,3R,12225324,12226249
FBgn0038003,CG3916,3R,12229413,12230425
FBgn0011270,Pglym87,3R,12231645,12232729
FBgn0038005,Cyp313a5,3R,12232794,12234684
FBgn0038006,Cyp313a2,3R,12234980,12236904
FBgn0038007,Cyp313a3,3R,12237138,12239266
FBgn0264828,CR44036,3R,12239677,12240527
FBgn0267142,CR45582,3R,12244989,12245353
FBgn0038008,CG3942,3R,12254187,12256592
FBgn0267922,CR46203,3R,12256936,12257638
FBgn0264829,CG44037,3R,12258737,12262879
FBgn0003651,svp,3R,12258737,12302785
FBgn0264830,CG44038,3R,12260969,12261230
FBgn0267677,CR46013,3R,12266104,12266610
FBgn0264831,CR44039,3R,12268784,12270223
FBgn0038009,CG17738,3R,12270890,12271300
FBgn0259975,Sfp87B,3R,12273126,12273521
FBgn0267678,CR46014,3R,12276604,12276932
FBgn0038011,CG4066,3R,12311353,12313119
FBgn0051432,tRNA:CR31432,3R,12322563,12322634
FBgn0038012,CG10013,3R,12323521,12325210
FBgn0267144,CR45584,3R,12327347,12328003
FBgn0267143,CR45583,3R,12329320,12330223
FBgn0266246,CR44941,3R,12335924,12339275
FBgn0266261,CG44956,3R,12341674,12342373
FBgn0038013,CG10038,3R,12348987,12350644
FBgn0038014,CG10041,3R,12350815,12352079
FBgn0038016,MBD-R2,3R,12352143,12356265
FBgn0038017,CG4115,3R,12360008,12363255
FBgn0065094,snmRNA:419,3R,12362916,12362989
FBgn0038018,Tim17a1,3R,12363667,12364680
FBgn0042206,GstD10,3R,12364776,12365735
FBgn0038020,GstD9,3R,12366163,12367564
FBgn0001149,GstD1,3R,12367817,12369268
FBgn0267679,CR46015,3R,12370507,12371099
FBgn0010038,GstD2,3R,12371971,12372704
FBgn0010039,GstD3,3R,12373068,12373813
FBgn0010040,GstD4,3R,12374100,12374824
FBgn0010041,GstD5,3R,12375733,12376572
FBgn0010042,GstD6,3R,12377128,12377907
FBgn0010043,GstD7,3R,12378500,12379255
FBgn0010044,GstD8,3R,12380008,12380815
FBgn0038028,CG10035,3R,12380869,12382691
FBgn0038029,GstD11,3R,12383336,12385624
FBgn0085431,CG34402,3R,12386249,12402902
FBgn0053098,CG33098,3R,12387188,12388794
FBgn0038032,CG10096,3R,12390166,12395980
FBgn0038033,CG10097,3R,12390166,12395980
FBgn0038034,Cyp9f3Psi,3R,12396007,12398929
FBgn0038035,lig3,3R,12399011,12401839
FBgn0038037,Cyp9f2,3R,12403340,12406028
FBgn0038038,CG5167,3R,12406532,12408107
FBgn0038039,CG5196,3R,12408316,12411768
FBgn0000455,Dip-C,3R,12411809,12413759
FBgn0065087,snmRNA:649,3R,12413388,12413446
FBgn0082831,pps,3R,12413828,12421251
FBgn0038042,Scgbeta,3R,12421236,12422429
FBgn0038043,CG17202,3R,12422768,12423606
FBgn0004103,Pp1-87B,3R,12423621,12425917
FBgn0038045,NANS,3R,12426578,12427877
FBgn0038046,CG5641,3R,12427795,12429282
FBgn0038047,CG5245,3R,12429560,12431235
FBgn0086134,Prosalpha2,3R,12431321,12432556
FBgn0029512,Aos1,3R,12432533,12433822
FBgn0038049,CG5844,3R,12434098,12435643
FBgn0043043,Desat2,3R,12436248,12437857
FBgn0038051,CG17207,3R,12437817,12439139
FBgn0086687,Desat1,3R,12439600,12447616
FBgn0038052,CG5538,3R,12447653,12449046
FBgn0038053,CG18549,3R,12449296,12456355
FBgn0038054,CG5509,3R,12452464,12453196
FBgn0038055,trus,3R,12456573,12458444
FBgn0038056,CG5961,3R,12458421,12460294
FBgn0038057,CG12267,3R,12460414,12462418
FBgn0038058,CG5608,3R,12462562,12465298
FBgn0013277,Hsp70Ba,3R,12465453,12467776
FBgn0052865,alphagamma-element:CR32865,3R,12475336,12478267
FBgn0051354,Hsp70Bbb,3R,12502510,12504856
FBgn0267866,CR46154,3R,12504977,12505250
FBgn0013278,Hsp70Bb,3R,12505793,12508139
FBgn0267867,CR46155,3R,12508260,12508533
FBgn0013279,Hsp70Bc,3R,12509076,12511461
FBgn0250910,Octbeta3R,3R,12511570,12548229
FBgn0028374,Hug,3R,12526188,12529076
FBgn0267680,CR46016,3R,12532699,12533786
FBgn0038063,Octbeta2R,3R,12550625,12595725
FBgn0262383,mir-284,3R,12551515,12551614
FBgn0267681,CR46017,3R,12614392,12615200
FBgn0266247,CR44942,3R,12618876,12619428
FBgn0005671,Vha55,3R,12623762,12627829
FBgn0038065,Snx3,3R,12628031,12630495
FBgn0260444,Not10,3R,12630647,12633188
FBgn0042207,CG18530,3R,12633359,12634670
FBgn0267682,CR46018,3R,12634192,12634744
FBgn0038067,CG11598,3R,12634917,12636283
FBgn0038068,CG11600,3R,12636540,12637976
FBgn0038069,CG11608,3R,12638481,12640033
FBgn0038070,CG6753,3R,12640163,12642482
FBgn0038071,Dtg,3R,12648058,12652910
FBgn0038072,CG6225,3R,12654577,12660860
FBgn0267146,CR45586,3R,12661378,12662138
FBgn0038073,CG14395,3R,12662831,12673959
FBgn0038074,Gnmt,3R,12674608,12676084
FBgn0263621,CG43630,3R,12676010,12676260
FBgn0026207,mbo,3R,12676487,12679052
FBgn0038076,Cyp313a4,3R,12679279,12681375
FBgn0001296,kar,3R,12682186,12689367
FBgn0005355,Su(fu),3R,12689873,12691468
FBgn0051347,CG31347,3R,12691733,12692597
FBgn0011745,Arp1,3R,12691743,12694232
FBgn0038078,CG14391,3R,12694229,12694842
FBgn0038079,NijC,3R,12695129,12697379
FBgn0016693,Past1,3R,12697322,12704875
FBgn0038080,CG12279,3R,12705094,12705818
FBgn0002905,mus308,3R,12705523,12712299
FBgn0002719,Men,3R,12713103,12722442
FBgn0265162,CR44231,3R,12727759,12728459
FBgn0038082,CG5724,3R,12739642,12741417
FBgn0038083,CG5999,3R,12741958,12743680
FBgn0267958,CR46238,3R,12744672,12745388
FBgn0038084,beat-Vc,3R,12746036,12783192
FBgn0265164,CR44233,3R,12767178,12767468
FBgn0265163,CR44232,3R,12767627,12768357
FBgn0051345,CG31345,3R,12811145,12817029
FBgn0267937,CR46217,3R,12833127,12833725
FBgn0038087,beat-Va,3R,12840560,12848419
FBgn0267147,CR45587,3R,12849090,12849585
FBgn0265165,CR44234,3R,12850380,12850668
FBgn0038088,CG10126,3R,12855544,12859246
FBgn0267938,CR46218,3R,12873131,12874445
FBgn0265166,CR44235,3R,12891911,12892467
FBgn0038089,d-cup,3R,12891956,12893158
FBgn0053929,CR33929,3R,12893972,12894529
FBgn0038090,CG10909,3R,12910120,12911292
FBgn0038092,beat-Vb,3R,12916056,12934813
FBgn0265167,CR44236,3R,12930734,12931327
FBgn0040493,grsm,3R,12950042,12967712
FBgn0087021,Spc25,3R,12961745,12963249
FBgn0038095,Cyp304a1,3R,12963791,12965923
FBgn0038097,CG14384,3R,12965938,12967712
FBgn0038098,CG7381,3R,12967775,12977471
FBgn0038099,CG7091,3R,12978000,12980535
FBgn0038100,Paip2,3R,12980792,12985488
FBgn0051342,CG31342,3R,12986041,12991543
FBgn0038102,CG14383,3R,12987376,12988511
FBgn0041710,yellow-f,3R,12991449,12993201
FBgn0038105,yellow-f2,3R,12993395,12995147
FBgn0038106,CG7488,3R,12995620,12996925
FBgn0038107,CG17327,3R,12996876,12997726
FBgn0265083,CG44194,3R,12996876,12997726
FBgn0038108,CG7518,3R,12998089,13008404
FBgn0038110,CG8031,3R,13008384,13011310
FBgn0038109,CG11656,3R,13009895,13011086
FBgn0020496,CtBP,3R,13011649,13026275
FBgn0283438,CG46280,3R,13026283,13030659
FBgn0283439,CG46281,3R,13028920,13030307
FBgn0002354,l(3)87Df,3R,13030913,13031598
FBgn0003308,ry,3R,13032528,13038020
FBgn0038113,CG11668,3R,13038375,13040184
FBgn0003450,snk,3R,13040165,13042770
FBgn0038114,CG11670,3R,13042050,13044086
FBgn0266615,CG45122,3R,13044157,13044529
FBgn0001217,Hsc70-2,3R,13044759,13047388
FBgn0051157,CG31157,3R,13047731,13049294
FBgn0038115,CG7966,3R,13049398,13051453
FBgn0260962,pic,3R,13052245,13056725
FBgn0004666,sim,3R,13057755,13078124
FBgn0266302,CR44967,3R,13085478,13085976
FBgn0262365,CG43063,3R,13086224,13086761
FBgn0038118,timeout,3R,13088651,13163876
FBgn0085337,CG34308,3R,13089242,13090081
FBgn0267683,CR46019,3R,13105070,13105491
FBgn0260793,2mit,3R,13121951,13155687
FBgn0266578,CR45109,3R,13132429,13155687
FBgn0038122,CG8138,3R,13181304,13182154
FBgn0038123,CG8508,3R,13185526,13186496
FBgn0038124,CG14380,3R,13188519,13189568
FBgn0038125,CG8141,3R,13191599,13192509
FBgn0038126,CG8483,3R,13208754,13214465
FBgn0038127,CG8476,3R,13219644,13220578
FBgn0000024,Ace,3R,13222951,13259517
FBgn0040551,CG11686,3R,13260356,13262227
FBgn0038128,Ravus,3R,13262733,13264061
FBgn0003598,Su(var)3-7,3R,13264364,13270038
FBgn0038129,CG8449,3R,13269137,13272011
FBgn0038130,CG8630,3R,13279721,13284527
FBgn0038131,CG15888,3R,13284946,13286529
FBgn0038132,CG15887,3R,13287655,13288813
FBgn0038133,Osi22,3R,13290629,13291846
FBgn0038134,wntD,3R,13292052,13293198
FBgn0038135,CG8773,3R,13294748,13298288
FBgn0038136,CG8774,3R,13298768,13302334
FBgn0052473,CG32473,3R,13302648,13312785
FBgn0262844,CG43208,3R,13303426,13303856
FBgn0264991,CG44142,3R,13312855,13313188
FBgn0266455,CG45080,3R,13318991,13319270
FBgn0038139,PK2-R2,3R,13329070,13334166
FBgn0038140,PK2-R1,3R,13338330,13345106
FBgn0045442,mthl12,3R,13353673,13355413
FBgn0086371,poly,3R,13361816,13366910
FBgn0027610,Dic1,3R,13364938,13369278
FBgn0038142,CheA87a,3R,13369648,13370346
FBgn0023495,Lip3,3R,13370240,13371904
FBgn0259831,CG34309,3R,13372630,13373326
FBgn0038143,CG9813,3R,13373104,13379775
FBgn0264987,CR44138,3R,13376903,13377395
FBgn0038144,CG8870,3R,13379842,13381509
FBgn0044511,mRpS21,3R,13381276,13381809
FBgn0038145,Droj2,3R,13382106,13385283
FBgn0038146,CG9799,3R,13385648,13388709
FBgn0038147,CCHa2,3R,13389059,13395197
FBgn0040553,CG14374,3R,13396694,13397140
FBgn0038148,CG14377,3R,13397835,13398583
FBgn0038149,GILT1,3R,13398526,13401862
FBgn0053977,CG33977,3R,13402559,13403051
FBgn0038150,yellow-e3,3R,13403423,13404870
FBgn0038151,yellow-e2,3R,13405109,13406998
FBgn0041711,yellow-e,3R,13409543,13415286
FBgn0038153,Ir87a,3R,13420279,13423140
FBgn0267151,CR45591,3R,13425833,13426178
FBgn0000046,Act87E,3R,13425983,13428375
FBgn0004049,yrt,3R,13428867,13434984
FBgn0261814,CR42756,3R,13438587,13439209
FBgn0267239,CR45679,3R,13443070,13444076
FBgn0038156,CG14372,3R,13450590,13464184
FBgn0040554,CR17025,3R,13455511,13466106
FBgn0262323,mir-252,3R,13464219,13464311
FBgn0267574,CR45914,3R,13466495,13466722
FBgn0267149,CR45589,3R,13478265,13478780
FBgn0038157,CG12538,3R,13522951,13523535
FBgn0261846,CG42778,3R,13528597,13529356
FBgn0051337,CG31337,3R,13543966,13545400
FBgn0264430,CR43848,3R,13574825,13575479
FBgn0038158,CG14370,3R,13587997,13588725
FBgn0038159,CG14369,3R,13591632,13592657
FBgn0038160,CG9759,3R,13607078,13609246
FBgn0003060,CG9757,3R,13611583,13612433
FBgn0038161,CG9269,3R,13615917,13616492
FBgn0267240,CR45680,3R,13617750,13618559
FBgn0267154,CR45594,3R,13630873,13631379
FBgn0038163,CG10841,3R,13631942,13634861
FBgn0263396,sqd,3R,13634862,13646304
FBgn0015778,rin,3R,13647004,13654527
FBgn0010258,Rbp4,3R,13654556,13656394
FBgn0004237,Hrb87F,3R,13656846,13660531
FBgn0004587,B52,3R,13661311,13666891
FBgn0038165,Task6,3R,13667046,13674542
FBgn0038166,CG9588,3R,13675092,13676681
FBgn0038167,Lkb1,3R,13676549,13679430
FBgn0038168,omd,3R,13679440,13687210
FBgn0024555,flfl,3R,13683921,13693905
FBgn0038170,CG14367,3R,13694053,13695513
FBgn0028487,f-cup,3R,13695263,13700838
FBgn0002937,ninaB,3R,13700565,13703164
FBgn0038172,Adgf-D,3R,13703084,13705402
FBgn0038173,Adgf-C,3R,13706757,13709129
FBgn0051469,CG31469,3R,13709159,13709939
FBgn0040076,primo-2,3R,13710017,13711835
FBgn0040077,primo-1,3R,13710017,13711835
FBgn0054044,CR34044,3R,13712469,13714204
FBgn0085412,CG34383,3R,13715207,13764667
FBgn0267383,Ubc87F,3R,13717454,13718176
FBgn0038179,CG9312,3R,13765756,13767103
FBgn0038180,Cht5,3R,13767549,13770732
FBgn0038181,CG9297,3R,13771495,13779317
FBgn0259721,CG42375,3R,13779624,13780795
FBgn0260464,CG9288,3R,13779624,13780795
FBgn0038183,CG9286,3R,13780964,13782082
FBgn0000454,Dip-B,3R,13782288,13785676
FBgn0267150,CR45590,3R,13785806,13786583
FBgn0051588,tRNA:CR31588,3R,13797953,13798025
FBgn0051331,tRNA:CR31331,3R,13798198,13798270
FBgn0259730,tal-1A,3R,13813109,13814648
FBgn0259731,tal-2A,3R,13813109,13814648
FBgn0259732,tal-3A,3R,13813109,13814648
FBgn0259733,tal-AA,3R,13813109,13814648
FBgn0263650,CR43641,3R,13815279,13815778
FBgn0263651,CR43642,3R,13816231,13817127
FBgn0002862,Mst87F,3R,13827151,13828008
FBgn0262992,CR43300,3R,13827968,13828427
FBgn0266464,Nsf2,3R,13833497,13837991
FBgn0051495,CG31495,3R,13838240,13839934
FBgn0038186,CG14362,3R,13854599,13855454
FBgn0267959,CR46239,3R,13864597,13865095
FBgn0008646,E5,3R,13867345,13874916
FBgn0000576,ems,3R,13901853,13904620
FBgn0038188,Art9,3R,13942238,13943460
FBgn0038189,Art6,3R,13944654,13945812
FBgn0047199,CG31517,3R,13948420,13949742
FBgn0038190,CG9926,3R,13949454,13951138
FBgn0016672,Ipp,3R,13958789,13960474
FBgn0038191,CG9925,3R,13960712,13964174
FBgn0015270,Orc2,3R,13964885,13967075
FBgn0264493,rdx,3R,13967061,14032057
FBgn0263414,CR43460,3R,13971733,13974675
FBgn0038194,Cyp6d5,3R,14029228,14031483
FBgn0038195,CG3061,3R,14032371,14035041
FBgn0038196,CG9922,3R,14035018,14036398
FBgn0011971,tRNA:S2b:88A,3R,14044525,14044606
FBgn0038197,foxo,3R,14056945,14087978
FBgn0038198,Npc2b,3R,14089517,14092425
FBgn0038199,CCHa1,3R,14092504,14096835
FBgn0038200,CG9920,3R,14097293,14098080
FBgn0038201,PK1-R,3R,14099832,14103122
FBgn0038202,CG12402,3R,14104488,14108321
FBgn0265168,CR44237,3R,14109286,14110726
FBgn0038203,Or88a,3R,14109445,14110823
FBgn0038204,CG14357,3R,14111151,14112166
FBgn0038205,Kif19A,3R,14112451,14118450
FBgn0020510,Abi,3R,14119262,14122420
FBgn0038206,twf,3R,14122654,14124474
FBgn0010340,140up,3R,14124163,14125548
FBgn0262955,RpII140,3R,14125791,14130111
FBgn0038207,CG14356,3R,14130680,14132072
FBgn0038208,CG14355,3R,14148508,14151940
FBgn0260226,CG42500,3R,14152211,14152650
FBgn0038209,CG9722,3R,14152885,14153829
FBgn0265146,CR44215,3R,14153990,14154441
FBgn0051533,CG31533,3R,14154728,14157431
FBgn0051327,CG31327,3R,14157560,14160278
FBgn0038210,CG3199,3R,14162709,14163625
FBgn0011582,Dop1R1,3R,14165379,14214810
FBgn0038211,CG9649,3R,14215459,14217882
FBgn0051326,CG31326,3R,14218136,14220205
FBgn0053109,CG33109,3R,14220560,14221584
FBgn0053329,Sp212,3R,14222074,14224155
FBgn0027563,CG9631,3R,14225098,14226762
FBgn0038213,CG9624,3R,14228018,14229145
FBgn0262983,CG43291,3R,14234984,14244677
FBgn0038214,CG9616,3R,14244804,14245471
FBgn0027083,Aats-met-m,3R,14249043,14259991
FBgn0262808,CG43179,3R,14256108,14256930
FBgn0038217,CG14840,3R,14260208,14261213
FBgn0038218,CG14841,3R,14261391,14262418
FBgn0038219,CG14839,3R,14262387,14263367
FBgn0003862,trx,3R,14263358,14286903
FBgn0267684,CR46020,3R,14264829,14265535
FBgn0267156,CR45596,3R,14288229,14288665
FBgn0038220,CG12207,3R,14289071,14302276
FBgn0038221,CG3259,3R,14302428,14304458
FBgn0003567,su(Hw),3R,14304455,14308589
FBgn0004855,RpII15,3R,14309089,14310178
FBgn0051321,CG31321,3R,14310362,14314412
FBgn0013767,Crz,3R,14314854,14315716
FBgn0011474,Set8,3R,14316038,14320494
FBgn0038223,Afti,3R,14320191,14326689
FBgn0038224,ATPsynE,3R,14326947,14327735
FBgn0003480,spn-B,3R,14328051,14329608
FBgn0024321,NK7.1,3R,14329413,14372951
FBgn0051320,HEATR2,3R,14358356,14361786
FBgn0086058,snoRNA:Me18S-G1189,3R,14371675,14371746
FBgn0266248,CR44943,3R,14375399,14377344
FBgn0038225,soti,3R,14380663,14381699
FBgn0086901,cv-c,3R,14391683,14481713
FBgn0262327,mir-2281,3R,14396399,14396501
FBgn0085417,natalisin,3R,14418593,14421865
FBgn0265065,CR44176,3R,14421751,14422549
FBgn0265066,CR44177,3R,14496378,14508987
FBgn0038233,HtrA2,3R,14509049,14511712
FBgn0038234,mRpL11,3R,14511838,14512691
FBgn0038235,CG8461,3R,14512639,14513637
FBgn0038237,Pde6,3R,14513901,14558304
FBgn0085302,CG34273,3R,14517042,14517487
FBgn0038236,Cyp313a1,3R,14521049,14523064
FBgn0267685,CR46021,3R,14527185,14527980
FBgn0267686,CR46022,3R,14528386,14529056
FBgn0267687,CR46023,3R,14535245,14536223
FBgn0038238,CG14854,3R,14559166,14560054
FBgn0038239,CG14850,3R,14560935,14561521
FBgn0038240,CG14851,3R,14562340,14562845
FBgn0038241,CG8087,3R,14564323,14564805
FBgn0038242,CG14852,3R,14565927,14566513
FBgn0051313,CG31313,3R,14566432,14567429
FBgn0038243,CG8066,3R,14567611,14568847
FBgn0264904,CR44095,3R,14568962,14569871
FBgn0004629,Cys,3R,14569103,14569644
FBgn0038244,CG7987,3R,14570472,14575887
FBgn0264903,CG44094,3R,14576331,14576611
FBgn0020299,stumps,3R,14577217,14608079
FBgn0267865,CR46153,3R,14598223,14598517
FBgn0038246,CG14853,3R,14609642,14618987
FBgn0003169,put,3R,14619030,14625703
FBgn0013981,His4r,3R,14625755,14626614
FBgn0038248,CG7886,3R,14626676,14642563
FBgn0038247,Cad88C,3R,14630478,14641776
FBgn0086686,l(3)L1231,3R,14642672,14655716
FBgn0038250,CG3505,3R,14657447,14659228
FBgn0038251,Hexim,3R,14659438,14661177
FBgn0025808,Rad17,3R,14661176,14663197
FBgn0038252,BigH1,3R,14663450,14664822
FBgn0265140,Meltrin,3R,14664907,14697292
FBgn0262127,kibra,3R,14697689,14724261
FBgn0038256,CG7530,3R,14724760,14731509
FBgn0011217,eff,3R,14732414,14741319
FBgn0263929,jvl,3R,14741582,14795868
FBgn0038257,smp-30,3R,14745901,14751246
FBgn0038258,CG7362,3R,14751748,14754460
FBgn0038260,CG14855,3R,14796305,14798474
FBgn0038261,CG14856,3R,14798986,14801163
FBgn0038262,CG14857,3R,14801773,14804342
FBgn0266756,btsz,3R,14804092,14875488
FBgn0267688,CR46024,3R,14840749,14841360
FBgn0038266,CG3610,3R,14845043,14846737
FBgn0038268,CG3631,3R,14879457,14882631
FBgn0038269,Rrp6,3R,14882498,14886246
FBgn0067628,CG33331,3R,14886456,14887739
FBgn0067629,CG33332,3R,14886456,14889146
FBgn0004597,CycC,3R,14889004,14890205
FBgn0038271,UQCR-C1,3R,14890231,14892387
FBgn0038272,CG7265,3R,14892392,14893954
FBgn0038273,CG14860,3R,14894784,14896446
FBgn0038274,Nup93-2,3R,14895703,14898372
FBgn0038275,CG3817,3R,14898739,14899617
FBgn0262514,VhaPPA1-2,3R,14899606,14900277
FBgn0038277,RpS5b,3R,14900432,14901563
FBgn0028662,VhaPPA1-1,3R,14902330,14904061
FBgn0267918,CR46199,3R,14911205,14911982
FBgn0038279,Sdr,3R,14918628,14923083
FBgn0267158,CR45598,3R,14923203,14923761
FBgn0267159,CR45599,3R,15004281,15004942
FBgn0038280,CG14861,3R,15014770,15016034
FBgn0038281,RpL10Aa,3R,15037366,15038149
FBgn0266249,CR44944,3R,15038338,15039812
FBgn0038282,dpr9,3R,15054930,15077206
FBgn0038285,CG6974,3R,15078530,15079285
FBgn0038286,CG6966,3R,15079320,15095631
FBgn0261859,CG42788,3R,15095957,15131926
FBgn0262315,mir-2493,3R,15130754,15130859
FBgn0038290,CG6912,3R,15135138,15137004
FBgn0267160,CR45600,3R,15136985,15140121
FBgn0038291,CG3984,3R,15137148,15139007
FBgn0038292,CG3987,3R,15139958,15141715
FBgn0266064,GlyS,3R,15141843,15147531
FBgn0038295,Gyc88E,3R,15150375,15191242
FBgn0038294,Mf,3R,15170625,15181510
FBgn0038296,CG6752,3R,15191058,15196210
FBgn0263633,mir-3644,3R,15192297,15192357
FBgn0260659,CG42542,3R,15196598,15203074
FBgn0028984,Spn88Ea,3R,15203069,15206447
FBgn0038299,Spn88Eb,3R,15206703,15208762
FBgn0038300,CG4203,3R,15209204,15211347
FBgn0038301,CG6654,3R,15211277,15213658
FBgn0038302,CG4210,3R,15213974,15214845
FBgn0038303,SIDL,3R,15214762,15218874
FBgn0038304,CG12241,3R,15219256,15222371
FBgn0051155,Rpb7,3R,15222251,15223180
FBgn0051344,CG31344,3R,15223378,15225329
FBgn0263979,Caf1-55,3R,15225576,15227564
FBgn0038306,Art3,3R,15227605,15229408
FBgn0038307,mRpS10,3R,15229665,15230516
FBgn0085345,CG34316,3R,15230585,15231686
FBgn0263448,CR43471,3R,15230836,15231503
FBgn0045035,tefu,3R,15232212,15242236
FBgn0266599,Hsc70-4,3R,15242687,15246614
